chr,start,end,value
chr6,32407633,32407634,13.95
chr6,32407634,32407635,14.33
chr6,32407635,32407636,15.32
chr6,32407636,32407638,15.57
chr6,32407638,32407639,16.57
chr6,32407639,32407640,17.57
chr6,32407640,32407642,18.19
chr6,32407642,32407643,18.44
chr6,32407643,32407644,19.06
chr6,32407644,32407645,20.93
chr6,32407645,32407646,21.05
chr6,32407646,32407648,21.68
chr6,32407648,32407650,21.8
chr6,32407650,32407651,22.67
chr6,32407651,32407652,23.55
chr6,32407652,32407653,24.04
chr6,32407653,32407654,24.54
chr6,32407654,32407655,25.17
chr6,32407655,32407656,25.54
chr6,32407656,32407657,26.41
chr6,32407657,32407658,27.16
chr6,32407658,32407659,27.91
chr6,32407659,32407661,28.16
chr6,32407661,32407662,28.53
chr6,32407662,32407663,28.9
chr6,32407663,32407664,29.03
chr6,32407664,32407665,28.78
chr6,32407665,32407666,29.65
chr6,32407666,32407667,30.15
chr6,32407667,32407668,30.77
chr6,32407668,32407669,31.15
chr6,32407669,32407670,31.89
chr6,32407670,32407671,32.77
chr6,32407671,32407672,34.76
chr6,32407672,32407673,35.63
chr6,32407673,32407674,36.38
chr6,32407674,32407675,36.63
chr6,32407675,32407676,37.38
chr6,32407676,32407677,37.87
chr6,32407677,32407678,38.99
chr6,32407678,32407679,39.37
chr6,32407679,32407680,39.74
chr6,32407680,32407682,40.74
chr6,32407682,32407683,41.99
chr6,32407683,32407684,41.86
chr6,32407684,32407685,41.99
chr6,32407685,32407686,42.98
chr6,32407686,32407687,43.23
chr6,32407687,32407688,43.23
chr6,32407688,32407689,43.6
chr6,32407689,32407690,43.6
chr6,32407690,32407691,44.6
chr6,32407691,32407692,44.73
chr6,32407692,32407693,44.98
chr6,32407693,32407694,45.97
chr6,32407694,32407695,46.97
chr6,32407695,32407696,48.34
chr6,32407696,32407697,48.59
chr6,32407697,32407698,49.09
chr6,32407698,32407699,49.96
chr6,32407699,32407700,50.46
chr6,32407700,32407701,51.95
chr6,32407701,32407702,52.2
chr6,32407702,32407703,52.7
chr6,32407703,32407704,53.45
chr6,32407704,32407705,53.45
chr6,32407705,32407706,54.32
chr6,32407706,32407707,55.19
chr6,32407707,32407708,55.19
chr6,32407708,32407709,55.56
chr6,32407709,32407710,55.44
chr6,32407710,32407711,56.69
chr6,32407711,32407712,58.06
chr6,32407712,32407713,58.93
chr6,32407713,32407714,59.18
chr6,32407714,32407715,60.05
chr6,32407715,32407716,60.67
chr6,32407716,32407717,61.3
chr6,32407717,32407718,62.17
chr6,32407718,32407719,62.67
chr6,32407719,32407720,63.04
chr6,32407720,32407721,63.79
chr6,32407721,32407722,63.79
chr6,32407722,32407723,64.91
chr6,32407723,32407724,65.28
chr6,32407724,32407725,65.53
chr6,32407725,32407726,65.41
chr6,32407726,32407727,66.15
chr6,32407727,32407728,67.03
chr6,32407728,32407729,66.4
chr6,32407729,32407730,67.03
chr6,32407730,32407732,67.9
chr6,32407732,32407733,68.52
chr6,32407733,32407734,69.64
chr6,32407734,32407735,70.02
chr6,32407735,32407736,70.76
chr6,32407736,32407737,71.89
chr6,32407737,32407738,72.38
chr6,32407738,32407739,73.01
chr6,32407739,32407740,74.38
chr6,32407740,32407741,75
chr6,32407741,32407743,75.62
chr6,32407743,32407744,76.25
chr6,32407744,32407745,76.99
chr6,32407745,32407746,77.12
chr6,32407746,32407747,76.37
chr6,32407747,32407748,77.12
chr6,32407748,32407749,77.37
chr6,32407749,32407750,77.12
chr6,32407750,32407751,77.24
chr6,32407751,32407752,77.87
chr6,32407752,32407753,77.99
chr6,32407753,32407754,78.24
chr6,32407754,32407755,78.61
chr6,32407755,32407756,78.49
chr6,32407756,32407757,79.86
chr6,32407757,32407758,79.98
chr6,32407758,32407759,80.23
chr6,32407759,32407760,80.73
chr6,32407760,32407762,80.98
chr6,32407762,32407763,80.98
chr6,32407763,32407764,82.35
chr6,32407764,32407765,82.97
chr6,32407765,32407766,82.85
chr6,32407766,32407767,82.48
chr6,32407767,32407769,82.23
chr6,32407769,32407770,81.85
chr6,32407770,32407771,81.23
chr6,32407771,32407772,80.98
chr6,32407772,32407773,81.23
chr6,32407773,32407774,81.98
chr6,32407774,32407775,82.48
chr6,32407775,32407776,80.86
chr6,32407776,32407777,81.35
chr6,32407777,32407778,81.73
chr6,32407778,32407779,82.48
chr6,32407779,32407780,83.47
chr6,32407780,32407781,83.6
chr6,32407781,32407782,83.22
chr6,32407782,32407783,82.48
chr6,32407783,32407784,82.72
chr6,32407784,32407785,82.48
chr6,32407785,32407786,82.23
chr6,32407786,32407787,82.48
chr6,32407787,32407788,82.23
chr6,32407788,32407789,81.6
chr6,32407789,32407790,80.86
chr6,32407790,32407791,81.6
chr6,32407791,32407792,82.23
chr6,32407792,32407793,82.23
chr6,32407793,32407794,82.35
chr6,32407794,32407795,82.72
chr6,32407795,32407796,82.97
chr6,32407796,32407797,82.1
chr6,32407797,32407798,81.85
chr6,32407798,32407799,81.48
chr6,32407799,32407800,81.35
chr6,32407800,32407801,81.11
chr6,32407801,32407802,80.48
chr6,32407802,32407803,78.61
chr6,32407803,32407804,78.36
chr6,32407804,32407805,78.61
chr6,32407805,32407806,79.24
chr6,32407806,32407807,78.61
chr6,32407807,32407808,78.24
chr6,32407808,32407809,78.24
chr6,32407809,32407810,78.61
chr6,32407810,32407811,78.12
chr6,32407811,32407812,77.24
chr6,32407812,32407813,77.49
chr6,32407813,32407814,76.37
chr6,32407814,32407815,76.5
chr6,32407815,32407816,76.37
chr6,32407816,32407817,75.5
chr6,32407817,32407818,75.25
chr6,32407818,32407819,76.99
chr6,32407819,32407820,76.74
chr6,32407820,32407821,77.12
chr6,32407821,32407822,76.37
chr6,32407822,32407823,76.74
chr6,32407823,32407824,76.74
chr6,32407824,32407825,76
chr6,32407825,32407826,75.37
chr6,32407826,32407827,74.25
chr6,32407827,32407828,74.13
chr6,32407828,32407829,74.25
chr6,32407829,32407830,73.51
chr6,32407830,32407831,73.13
chr6,32407831,32407832,71.76
chr6,32407832,32407833,71.76
chr6,32407833,32407834,71.14
chr6,32407834,32407835,71.26
chr6,32407835,32407836,71.14
chr6,32407836,32407837,70.14
chr6,32407837,32407838,69.77
chr6,32407838,32407839,70.89
chr6,32407839,32407840,71.89
chr6,32407840,32407841,72.26
chr6,32407841,32407842,71.14
chr6,32407842,32407843,70.02
chr6,32407843,32407844,69.39
chr6,32407844,32407845,68.9
chr6,32407845,32407846,68.52
chr6,32407846,32407847,67.9
chr6,32407847,32407848,67.53
chr6,32407848,32407849,67.15
chr6,32407849,32407850,66.53
chr6,32407850,32407851,66.65
chr6,32407851,32407852,66.03
chr6,32407852,32407853,66.4
chr6,32407853,32407854,65.91
chr6,32407854,32407855,65.53
chr6,32407855,32407856,65.28
chr6,32407856,32407857,65.28
chr6,32407857,32407858,64.78
chr6,32407858,32407859,63.91
chr6,32407859,32407860,63.91
chr6,32407860,32407861,63.54
chr6,32407861,32407863,62.79
chr6,32407863,32407864,62.67
chr6,32407864,32407865,62.54
chr6,32407865,32407866,61.92
chr6,32407866,32407867,62.29
chr6,32407867,32407868,61.3
chr6,32407868,32407869,61.3
chr6,32407869,32407870,61.17
chr6,32407870,32407871,59.8
chr6,32407871,32407872,59.68
chr6,32407872,32407873,58.8
chr6,32407873,32407874,58.93
chr6,32407874,32407875,58.18
chr6,32407875,32407876,57.81
chr6,32407876,32407877,57.31
chr6,32407877,32407878,57.81
chr6,32407878,32407879,57.31
chr6,32407879,32407881,56.69
chr6,32407881,32407882,56.56
chr6,32407882,32407883,55.94
chr6,32407883,32407884,55.81
chr6,32407884,32407885,55.44
chr6,32407885,32407886,55.19
chr6,32407886,32407887,56.19
chr6,32407887,32407888,55.19
chr6,32407888,32407889,55.32
chr6,32407889,32407890,55.19
chr6,32407890,32407891,54.82
chr6,32407891,32407893,54.32
chr6,32407893,32407894,54.44
chr6,32407894,32407895,53.32
chr6,32407895,32407896,53.2
chr6,32407896,32407897,52.95
chr6,32407897,32407898,52.7
chr6,32407898,32407899,53.2
chr6,32407899,32407900,53.57
chr6,32407900,32407901,53.07
chr6,32407901,32407902,52.82
chr6,32407902,32407903,53.7
chr6,32407903,32407904,53.7
chr6,32407904,32407905,52.82
chr6,32407905,32407906,52.33
chr6,32407906,32407907,52.45
chr6,32407907,32407908,51.58
chr6,32407908,32407909,51.08
chr6,32407909,32407910,51.33
chr6,32407910,32407911,50.21
chr6,32407911,32407912,50.33
chr6,32407912,32407913,50.21
chr6,32407913,32407914,50.96
chr6,32407914,32407915,50.71
chr6,32407915,32407916,51.33
chr6,32407916,32407917,51.2
chr6,32407917,32407918,51.08
chr6,32407918,32407919,50.46
chr6,32407919,32407920,50.71
chr6,32407920,32407921,51.83
chr6,32407921,32407922,51.2
chr6,32407922,32407923,51.2
chr6,32407923,32407924,50.83
chr6,32407924,32407925,50.33
chr6,32407925,32407926,49.96
chr6,32407926,32407928,50.21
chr6,32407928,32407929,50.33
chr6,32407929,32407930,50.46
chr6,32407930,32407931,50.21
chr6,32407931,32407932,49.83
chr6,32407932,32407933,50.21
chr6,32407933,32407934,50.58
chr6,32407934,32407935,50.46
chr6,32407935,32407936,49.46
chr6,32407936,32407937,48.84
chr6,32407937,32407938,49.34
chr6,32407938,32407939,50.08
chr6,32407939,32407940,49.09
chr6,32407940,32407941,48.96
chr6,32407941,32407942,49.46
chr6,32407942,32407943,49.21
chr6,32407943,32407944,48.96
chr6,32407944,32407945,49.46
chr6,32407945,32407946,49.34
chr6,32407946,32407947,49.71
chr6,32407947,32407948,49.71
chr6,32407948,32407949,49.58
chr6,32407949,32407950,47.72
chr6,32407950,32407951,47.59
chr6,32407951,32407952,47.47
chr6,32407952,32407953,47.47
chr6,32407953,32407954,47.22
chr6,32407954,32407955,46.97
chr6,32407955,32407956,46.97
chr6,32407956,32407957,46.72
chr6,32407957,32407958,46.97
chr6,32407958,32407959,47.59
chr6,32407959,32407960,46.84
chr6,32407960,32407961,46.59
chr6,32407961,32407962,46.72
chr6,32407962,32407963,46.59
chr6,32407963,32407964,46.47
chr6,32407964,32407965,46.35
chr6,32407965,32407966,45.72
chr6,32407966,32407967,45.6
chr6,32407967,32407968,45.72
chr6,32407968,32407969,45.22
chr6,32407969,32407970,43.98
chr6,32407970,32407971,42.48
chr6,32407971,32407972,42.11
chr6,32407972,32407973,41.99
chr6,32407973,32407974,41.74
chr6,32407974,32407975,41.49
chr6,32407975,32407976,41.74
chr6,32407976,32407978,41.24
chr6,32407978,32407979,40.61
chr6,32407979,32407981,40.12
chr6,32407981,32407982,39.62
chr6,32407982,32407983,39.49
chr6,32407983,32407984,38.75
chr6,32407984,32407985,38.25
chr6,32407985,32407986,38.5
chr6,32407986,32407987,38.5
chr6,32407987,32407988,38.25
chr6,32407988,32407990,38.62
chr6,32407990,32407991,38.5
chr6,32407991,32407992,38.25
chr6,32407992,32407993,38.25
chr6,32407993,32407994,38.5
chr6,32407994,32407995,38.5
chr6,32407995,32407996,37.62
chr6,32407996,32407997,37.5
chr6,32407997,32407998,36.63
chr6,32407998,32407999,36.38
chr6,32407999,32408000,36
chr6,32408000,32408001,35.38
chr6,32408001,32408002,35.51
chr6,32408002,32408003,35.13
chr6,32408003,32408004,35.38
chr6,32408004,32408005,35.51
chr6,32408005,32408006,36.75
chr6,32408006,32408007,36.63
chr6,32408007,32408008,37
chr6,32408008,32408009,36.5
chr6,32408009,32408010,36.13
chr6,32408010,32408011,36.13
chr6,32408011,32408012,36.38
chr6,32408012,32408013,36.38
chr6,32408013,32408014,36.88
chr6,32408014,32408015,36.88
chr6,32408015,32408016,36.88
chr6,32408016,32408017,36.75
chr6,32408017,32408018,35.76
chr6,32408018,32408019,35.51
chr6,32408019,32408020,35.26
chr6,32408020,32408021,35.38
chr6,32408021,32408022,35.26
chr6,32408022,32408024,35.26
chr6,32408024,32408025,36.38
chr6,32408025,32408026,35.88
chr6,32408026,32408027,35.13
chr6,32408027,32408028,35.13
chr6,32408028,32408029,34.76
chr6,32408029,32408030,34.39
chr6,32408030,32408031,34.14
chr6,32408031,32408032,34.39
chr6,32408032,32408033,35.13
chr6,32408033,32408034,34.76
chr6,32408034,32408035,34.51
chr6,32408035,32408036,34.39
chr6,32408036,32408037,34.01
chr6,32408037,32408039,33.89
chr6,32408039,32408040,33.51
chr6,32408040,32408041,32.77
chr6,32408041,32408042,33.39
chr6,32408042,32408043,33.39
chr6,32408043,32408044,33.14
chr6,32408044,32408045,32.52
chr6,32408045,32408046,32.27
chr6,32408046,32408047,31.77
chr6,32408047,32408048,32.14
chr6,32408048,32408049,31.77
chr6,32408049,32408050,32.02
chr6,32408050,32408051,32.02
chr6,32408051,32408052,31.02
chr6,32408052,32408053,31.02
chr6,32408053,32408054,30.65
chr6,32408054,32408055,30.77
chr6,32408055,32408056,31.02
chr6,32408056,32408057,31.02
chr6,32408057,32408059,30.4
chr6,32408059,32408060,30.4
chr6,32408060,32408061,30.15
chr6,32408061,32408062,30.15
chr6,32408062,32408063,30.9
chr6,32408063,32408064,30.52
chr6,32408064,32408065,30.15
chr6,32408065,32408066,29.9
chr6,32408066,32408067,30.77
chr6,32408067,32408068,30.77
chr6,32408068,32408069,30.02
chr6,32408069,32408070,29.15
chr6,32408070,32408071,29.15
chr6,32408071,32408072,28.65
chr6,32408072,32408073,28.53
chr6,32408073,32408074,29.03
chr6,32408074,32408075,29.4
chr6,32408075,32408076,29.03
chr6,32408076,32408077,29.28
chr6,32408077,32408078,29.03
chr6,32408078,32408079,28.78
chr6,32408079,32408080,29.03
chr6,32408080,32408081,29.15
chr6,32408081,32408082,30.02
chr6,32408082,32408083,29.65
chr6,32408083,32408084,29.53
chr6,32408084,32408085,29.03
chr6,32408085,32408086,28.78
chr6,32408086,32408087,28.65
chr6,32408087,32408088,28.65
chr6,32408088,32408089,28.28
chr6,32408089,32408090,27.91
chr6,32408090,32408092,28.16
chr6,32408092,32408093,27.91
chr6,32408093,32408094,28.16
chr6,32408094,32408095,28.28
chr6,32408095,32408096,28.53
chr6,32408096,32408098,28.41
chr6,32408098,32408099,28.41
chr6,32408099,32408100,28.53
chr6,32408100,32408101,28.78
chr6,32408101,32408102,28.9
chr6,32408102,32408103,29.15
chr6,32408103,32408105,29.4
chr6,32408105,32408106,29.65
chr6,32408106,32408107,29.4
chr6,32408107,32408108,29.53
chr6,32408108,32408109,29.65
chr6,32408109,32408114,29.78
chr6,32408114,32408115,30.15
chr6,32408115,32408116,30.77
chr6,32408116,32408117,30.4
chr6,32408117,32408118,30.4
chr6,32408118,32408119,30.27
chr6,32408119,32408120,29.65
chr6,32408120,32408121,30.02
chr6,32408121,32408122,29.9
chr6,32408122,32408123,30.15
chr6,32408123,32408124,30.27
chr6,32408124,32408125,30.27
chr6,32408125,32408126,29.53
chr6,32408126,32408128,29.53
chr6,32408128,32408130,29.78
chr6,32408130,32408131,29.65
chr6,32408131,32408132,29.65
chr6,32408132,32408133,29.4
chr6,32408133,32408134,29.28
chr6,32408134,32408135,29.28
chr6,32408135,32408136,29.03
chr6,32408136,32408137,28.16
chr6,32408137,32408138,28.41
chr6,32408138,32408139,28.28
chr6,32408139,32408140,28.16
chr6,32408140,32408141,28.28
chr6,32408141,32408142,28.16
chr6,32408142,32408143,28.28
chr6,32408143,32408144,28.16
chr6,32408144,32408145,27.66
chr6,32408145,32408146,27.28
chr6,32408146,32408147,27.16
chr6,32408147,32408148,27.28
chr6,32408148,32408149,27.41
chr6,32408149,32408150,27.41
chr6,32408150,32408151,28.28
chr6,32408151,32408152,27.91
chr6,32408152,32408153,28.53
chr6,32408153,32408154,28.41
chr6,32408154,32408155,28.78
chr6,32408155,32408156,27.91
chr6,32408156,32408157,28.03
chr6,32408157,32408158,27.91
chr6,32408158,32408159,27.91
chr6,32408159,32408160,28.16
chr6,32408160,32408161,27.91
chr6,32408161,32408162,28.16
chr6,32408162,32408163,27.91
chr6,32408163,32408164,27.03
chr6,32408164,32408166,26.29
chr6,32408166,32408167,26.66
chr6,32408167,32408168,26.41
chr6,32408168,32408170,26.29
chr6,32408170,32408171,26.16
chr6,32408171,32408172,25.91
chr6,32408172,32408173,25.41
chr6,32408173,32408174,25.17
chr6,32408174,32408175,25.04
chr6,32408175,32408176,25.17
chr6,32408176,32408177,24.92
chr6,32408177,32408178,24.54
chr6,32408178,32408179,24.04
chr6,32408179,32408180,24.17
chr6,32408180,32408181,24.92
chr6,32408181,32408182,24.54
chr6,32408182,32408183,24.67
chr6,32408183,32408184,24.29
chr6,32408184,32408185,24.04
chr6,32408185,32408186,24.04
chr6,32408186,32408187,23.92
chr6,32408187,32408188,24.67
chr6,32408188,32408190,24.79
chr6,32408190,32408191,24.42
chr6,32408191,32408192,24.29
chr6,32408192,32408193,24.17
chr6,32408193,32408194,23.3
chr6,32408194,32408195,23.55
chr6,32408195,32408196,23.55
chr6,32408196,32408197,23.67
chr6,32408197,32408198,22.8
chr6,32408198,32408200,22.8
chr6,32408200,32408201,22.92
chr6,32408201,32408202,22.8
chr6,32408202,32408203,22.92
chr6,32408203,32408204,22.3
chr6,32408204,32408205,23.3
chr6,32408205,32408206,22.92
chr6,32408206,32408207,22.8
chr6,32408207,32408208,22.92
chr6,32408208,32408209,23.05
chr6,32408209,32408210,23.3
chr6,32408210,32408211,23.3
chr6,32408211,32408212,23.17
chr6,32408212,32408214,22.67
chr6,32408214,32408215,22.92
chr6,32408215,32408217,23.42
chr6,32408217,32408218,23.3
chr6,32408218,32408219,23.67
chr6,32408219,32408220,23.55
chr6,32408220,32408221,23.05
chr6,32408221,32408223,23.17
chr6,32408223,32408224,23.3
chr6,32408224,32408225,23.42
chr6,32408225,32408226,23.8
chr6,32408226,32408227,23.8
chr6,32408227,32408229,23.92
chr6,32408229,32408230,23.8
chr6,32408230,32408231,23.8
chr6,32408231,32408232,23.67
chr6,32408232,32408233,23.55
chr6,32408233,32408234,23.17
chr6,32408234,32408236,23.17
chr6,32408236,32408238,23.05
chr6,32408238,32408239,22.92
chr6,32408239,32408240,22.92
chr6,32408240,32408242,23.05
chr6,32408242,32408243,23.42
chr6,32408243,32408245,23.67
chr6,32408245,32408246,23.42
chr6,32408246,32408248,22.8
chr6,32408248,32408249,23.42
chr6,32408249,32408251,23.55
chr6,32408251,32408253,23.42
chr6,32408253,32408254,23.3
chr6,32408254,32408255,23.05
chr6,32408255,32408257,23.17
chr6,32408257,32408258,23.3
chr6,32408258,32408259,23.55
chr6,32408259,32408260,23.17
chr6,32408260,32408261,23.3
chr6,32408261,32408262,23.42
chr6,32408262,32408264,23.42
chr6,32408264,32408265,23.55
chr6,32408265,32408266,23.67
chr6,32408266,32408267,24.29
chr6,32408267,32408268,25.04
chr6,32408268,32408269,24.54
chr6,32408269,32408271,24.54
chr6,32408271,32408272,24.42
chr6,32408272,32408273,24.79
chr6,32408273,32408275,24.92
chr6,32408275,32408276,25.66
chr6,32408276,32408277,25.54
chr6,32408277,32408278,26.16
chr6,32408278,32408279,26.04
chr6,32408279,32408280,26.04
chr6,32408280,32408281,26.04
chr6,32408281,32408282,25.54
chr6,32408282,32408283,25.91
chr6,32408283,32408284,25.29
chr6,32408284,32408285,25.54
chr6,32408285,32408286,25.29
chr6,32408286,32408287,25.17
chr6,32408287,32408288,25.41
chr6,32408288,32408289,25.54
chr6,32408289,32408290,25.41
chr6,32408290,32408291,25.54
chr6,32408291,32408292,25.66
chr6,32408292,32408293,25.29
chr6,32408293,32408294,25.17
chr6,32408294,32408295,25.29
chr6,32408295,32408297,25.66
chr6,32408297,32408298,26.16
chr6,32408298,32408299,26.41
chr6,32408299,32408302,26.29
chr6,32408302,32408303,26.41
chr6,32408303,32408305,26.29
chr6,32408305,32408306,26.66
chr6,32408306,32408307,26.79
chr6,32408307,32408308,27.03
chr6,32408308,32408309,27.16
chr6,32408309,32408310,27.41
chr6,32408310,32408311,27.16
chr6,32408311,32408312,26.66
chr6,32408312,32408313,26.54
chr6,32408313,32408314,27.16
chr6,32408314,32408315,27.28
chr6,32408315,32408316,27.41
chr6,32408316,32408317,27.41
chr6,32408317,32408318,27.53
chr6,32408318,32408319,26.91
chr6,32408319,32408321,26.79
chr6,32408321,32408322,26.91
chr6,32408322,32408323,27.28
chr6,32408323,32408324,27.53
chr6,32408324,32408325,28.41
chr6,32408325,32408326,27.91
chr6,32408326,32408327,28.41
chr6,32408327,32408328,28.53
chr6,32408328,32408329,28.65
chr6,32408329,32408330,28.53
chr6,32408330,32408331,28.78
chr6,32408331,32408332,28.65
chr6,32408332,32408333,28.78
chr6,32408333,32408334,28.78
chr6,32408334,32408335,29.28
chr6,32408335,32408336,27.78
chr6,32408336,32408337,28.16
chr6,32408337,32408338,28.41
chr6,32408338,32408339,28.03
chr6,32408339,32408340,27.91
chr6,32408340,32408341,27.78
chr6,32408341,32408342,27.78
chr6,32408342,32408343,27.66
chr6,32408343,32408344,27.28
chr6,32408344,32408345,27.66
chr6,32408345,32408346,27.78
